Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Marker
KKIIADKH_02611_gene,140.3178561,-1.650875761,0.201507352,-8.192632898,2.56E-16,1.69E-15,0
KKIIADKH_02612_gene,867.2906488,-0.581812995,0.101253311,-5.746113263,9.13E-09,3.30E-08,0
KKIIADKH_02613_gene,773.3411295,-0.414316008,0.099004519,-4.184819145,2.85E-05,7.09E-05,0
KKIIADKH_02614_gene,498.2677171,0.026756006,0.139814459,0.191367944,0.848237333,0.879186127,0
KKIIADKH_00260_gene,16.2376239,0.736653493,0.522256008,1.410521818,0.158385659,0.210079981,0
KKIIADKH_02615_gene,1515.407002,0.941211324,0.126228305,7.456420516,8.89E-14,4.84E-13,0
KKIIADKH_02616_gene,659.2865427,-1.071284902,0.13444807,-7.96801995,1.61E-15,1.00E-14,0
KKIIADKH_02617_gene,242.2507204,-1.624424632,0.155971529,-10.4148792,2.12E-25,2.42E-24,0
KKIIADKH_02618_gene,246.9485188,-1.471986114,0.150355382,-9.790046059,1.24E-22,1.20E-21,0
KKIIADKH_02619_gene,77.21891302,0.539895116,0.243076697,2.221089562,0.026344896,0.0420541,0
KKIIADKH_02620_gene,11.57919502,-0.12788328,0.578052712,-0.221231174,0.824912437,0.861725737,0
KKIIADKH_02621_gene,133.477426,0.192998549,0.190003985,1.015760532,0.309743435,0.378417241,0
KKIIADKH_02622_gene,128.5484078,0.369531835,0.186688072,1.979407849,0.047770106,0.072179359,0
KKIIADKH_02623_gene,67.5413132,0.894517077,0.258744499,3.45714433,0.000545932,0.001150035,0
KKIIADKH_02624_gene,8.654099183,-0.023213693,0.700149959,-0.033155316,0.973550732,0.981602354,0
KKIIADKH_00026_gene,125.8216905,0.226961231,0.211084819,1.075213426,0.282279186,0.349904214,0
KKIIADKH_00261_gene,4.139720301,1.587777727,1.02723602,1.545679568,0.122181974,0.166397234,0
KKIIADKH_02625_gene,48.14332354,0.323134786,0.331315718,0.975307744,0.32940763,0.399273706,0
KKIIADKH_02626_gene,110.33506,-0.688762476,0.213451595,-3.226785328,0.001251893,0.002505499,0
KKIIADKH_02627_gene,154.9470829,-0.569596004,0.171484835,-3.32155321,0.000895179,0.001832315,0
KKIIADKH_02628_gene,180.3691324,-0.719353542,0.161188236,-4.462816634,8.09E-06,2.16E-05,0
KKIIADKH_02629_gene,130.7203909,-0.313787081,0.206059621,-1.522797524,0.12780937,0.173415356,0
KKIIADKH_02630_gene,428.0317803,-1.256752468,0.133158295,-9.438033648,3.80E-21,3.36E-20,0
KKIIADKH_02631_gene,268.0582668,-0.802122366,0.139944779,-5.73170625,9.94E-09,3.58E-08,0
KKIIADKH_02632_gene,51.26607388,-0.358336019,0.288156689,-1.243545729,0.213666801,0.273725508,0
KKIIADKH_02633_gene,245.0090431,-0.669432965,0.146310348,-4.575431434,4.75E-06,1.30E-05,0
KKIIADKH_02634_gene,191.3592739,-1.006491213,0.160499818,-6.270980413,3.59E-10,1.46E-09,0
KKIIADKH_00262_gene,36.53558093,0.588723125,0.332460045,1.770808656,0.076592526,0.109965521,0
KKIIADKH_02635_gene,257.1529981,-1.479615915,0.157936161,-9.368442946,7.36E-21,6.42E-20,0
KKIIADKH_02636_gene,65.33179107,-0.472925902,0.26335271,-1.795789005,0.07252808,0.104772729,0
KKIIADKH_02637_gene,365.2602804,0.608269059,0.139076174,4.373639573,1.22E-05,3.18E-05,0
KKIIADKH_02638_gene,90.50488254,0.828592189,0.229336086,3.613003963,0.00030267,0.000662636,0
KKIIADKH_02639_gene,35.47050099,0.446651585,0.332377739,1.343807157,0.179010754,0.234251104,0
KKIIADKH_02640_gene,144.181871,1.162069929,0.214501708,5.41753228,6.04E-08,2.03E-07,0
KKIIADKH_02641_gene,382.5752389,0.594447763,0.161427264,3.6824496,0.000231004,0.000516558,0
KKIIADKH_02642_gene,271.675149,0.411560726,0.16271362,2.529356338,0.011427194,0.019639337,0
KKIIADKH_02643_gene,1423.136621,-1.032023028,0.090195409,-11.44207931,2.58E-30,3.74E-29,0
KKIIADKH_02644_gene,350.5123184,-0.271326261,0.135151713,-2.007568046,0.044689213,0.068122239,0
KKIIADKH_00263_gene,47.05269513,1.306247759,0.312656524,4.177900218,2.94E-05,7.30E-05,0
KKIIADKH_02645_gene,479.484567,-0.369447347,0.144004996,-2.565517564,0.010302201,0.01782101,0
KKIIADKH_02646_gene,58.46977196,0.142877578,0.272713472,0.523910965,0.600340468,0.664119549,0
KKIIADKH_02647_gene,5130.987612,-1.202368963,0.091469435,-13.1450354,1.82E-39,3.85E-38,0
KKIIADKH_02648_gene,776.4902037,-0.911772294,0.130878445,-6.966558136,3.25E-12,1.56E-11,0
KKIIADKH_02649_gene,237.8106022,-0.299791923,0.172450426,-1.738423791,0.082136168,0.116977574,0
KKIIADKH_02650_gene,445.6723077,-1.237380063,0.123251115,-10.039504,1.02E-23,1.05E-22,0
KKIIADKH_02651_gene,76.74725275,0.621177958,0.233089202,2.664979556,0.0076993,0.013563006,0
KKIIADKH_02652_gene,79.73901787,-0.070603517,0.246122576,-0.286863228,0.774217047,0.820187937,0
KKIIADKH_02653_gene,455.5330932,0.315729359,0.163730937,1.928342717,0.053812512,0.080436991,0
KKIIADKH_02654_gene,37.23271284,1.310962659,0.351802537,3.726416161,0.000194222,0.000439005,0
KKIIADKH_00264_gene,5.649296434,1.283311135,0.868462117,1.477682343,0.139492823,0.187528601,0
KKIIADKH_02655_gene,284.4973316,0.812152353,0.148111506,5.483384618,4.17E-08,1.42E-07,0
KKIIADKH_02656_gene,228.8645214,0.637213238,0.158990482,4.007870347,6.13E-05,0.000146464,0
KKIIADKH_02657_gene,35.95988852,0.314768207,0.365995179,0.860033752,0.389770438,0.461447825,0
KKIIADKH_02658_gene,81.42394376,0.219619884,0.231642075,0.948100141,0.343078476,0.413616655,0
KKIIADKH_02659_gene,85.75468595,0.704151715,0.236158762,2.981687867,0.002866641,0.00541847,0
KKIIADKH_02660_gene,141.7441443,0.315402889,0.185198441,1.703053692,0.088558021,0.125209359,0
KKIIADKH_02661_gene,83.06270809,-0.273159342,0.227317504,-1.201664359,0.229493595,0.291512159,0
KKIIADKH_02662_gene,1749.567203,-0.554215483,0.104341903,-5.311533227,1.09E-07,3.57E-07,0
KKIIADKH_02663_gene,985.8643686,0.606570264,0.140439543,4.319084578,1.57E-05,4.03E-05,0
KKIIADKH_02664_gene,1303.621704,0.50343051,0.123430721,4.078648389,4.53E-05,0.000109903,0
KKIIADKH_00265_gene,107.837271,0.946830075,0.230885483,4.100864468,4.12E-05,0.000100155,0
KKIIADKH_02665_gene,249.7139155,0.266675481,0.158575804,1.681690866,0.0926288,0.130178611,0
KKIIADKH_02666_gene,1279.648414,-0.514038636,0.10953891,-4.692749233,2.70E-06,7.57E-06,0
KKIIADKH_02667_gene,211.4019477,-0.968975628,0.16567123,-5.848786335,4.95E-09,1.83E-08,0
KKIIADKH_02668_gene,138.3313583,-0.569797977,0.185392368,-3.07347051,0.002115846,0.004089145,0
KKIIADKH_02669_gene,154.8893058,0.519005437,0.237658438,2.183829204,0.028974801,0.045827171,0
KKIIADKH_02670_gene,666.5664212,-0.573625648,0.125284095,-4.578599126,4.68E-06,1.28E-05,0
KKIIADKH_02671_gene,3.083751594,-0.755458219,1.218651054,-0.619913483,0.535314749,0.603712066,0
KKIIADKH_02672_gene,103.2242373,0.659351676,0.222882293,2.958295465,0.003093455,0.005815257,0
KKIIADKH_02673_gene,32.14408162,0.419813327,0.373201937,1.124895897,0.260633151,0.326460873,0
KKIIADKH_02674_gene,300.9150552,-0.273612905,0.133206584,-2.054049403,0.03997091,0.061652548,0
KKIIADKH_00266_gene,31.79482459,0.719052345,0.384915328,1.868079269,0.061751023,0.090841374,0
KKIIADKH_02675_gene,253.4986856,0.110915822,0.14840827,0.747369551,0.45484052,0.526970248,0
KKIIADKH_02676_gene,2950.576763,-0.64098611,0.080007514,-8.011573864,1.13E-15,7.12E-15,0
KKIIADKH_02677_gene,323.9126353,-1.372278773,0.139113516,-9.864453259,5.94E-23,5.80E-22,0
KKIIADKH_02678_gene,251.2405428,-0.831397926,0.146379581,-5.679739754,1.35E-08,4.81E-08,0
KKIIADKH_02679_gene,55.4538314,1.005073467,0.279060006,3.60163924,0.000316217,0.000690486,0
KKIIADKH_02680_gene,185.06722,-0.171836672,0.175626893,-0.978418906,0.327867181,0.397653626,0
KKIIADKH_02681_gene,20990.54832,1.133857672,0.085370211,13.28165476,2.96E-40,6.48E-39,0
KKIIADKH_02682_gene,471.7922277,-0.245986302,0.114350619,-2.151158468,0.031463694,0.049429674,0
KKIIADKH_02683_gene,273.5743995,-0.333402862,0.143564525,-2.322320656,0.020215676,0.033175024,0
KKIIADKH_02684_gene,179.4960063,-0.595322472,0.165323474,-3.600955496,0.00031705,0.000692046,0
KKIIADKH_00267_gene,50.19505754,-0.772235503,0.284407435,-2.715243724,0.006622701,0.011805071,0
KKIIADKH_02685_gene,1599.321764,-0.162897309,0.090131645,-1.807326484,0.070711389,0.10255342,0
KKIIADKH_02686_gene,378.5503195,-0.193426357,0.137477645,-1.406965896,0.159437502,0.211331429,0
KKIIADKH_02687_gene,214.2440475,-0.246401857,0.168388617,-1.463292836,0.143387267,0.192234201,0
KKIIADKH_02688_gene,533.2841349,-0.567558846,0.138860747,-4.087251856,4.37E-05,0.000106039,0
KKIIADKH_02689_gene,128.7351861,-0.229792479,0.268937489,-0.854445693,0.392858088,0.464539408,0
KKIIADKH_02690_gene,413.3695551,-0.057385498,0.157160941,-0.36513842,0.715008083,0.766903831,0
KKIIADKH_02691_gene,1012.895599,-0.089092065,0.12207978,-0.729785594,0.465521252,0.537111665,0
KKIIADKH_02692_gene,617.8191217,-0.160133663,0.113202249,-1.414580229,0.157191609,0.208732765,0
KKIIADKH_02693_gene,340.0478234,-0.472519916,0.165919274,-2.847890453,0.004401007,0.008078637,0
KKIIADKH_02694_gene,189.3750006,-0.41624915,0.607711776,-0.684945012,0.493378621,0.563256279,0
KKIIADKH_00268_gene,9.484233411,0.236014689,0.661569798,0.356749491,0.721279352,0.772697556,0
KKIIADKH_02695_gene,1310.990903,-0.906923319,0.127605863,-7.107222957,1.18E-12,5.90E-12,0
KKIIADKH_02696_gene,90.89966043,0.272856211,0.235856258,1.15687501,0.24732343,0.311188285,0
KKIIADKH_02697_gene,480.7863511,-0.257212307,0.372846305,-0.689861487,0.490281297,0.560595184,0
KKIIADKH_02698_gene,5493.024698,-0.477404891,0.081705897,-5.842967365,5.13E-09,1.89E-08,0
KKIIADKH_02699_gene,6704.797015,0.032150957,0.07671926,0.419072825,0.67516291,0.733034017,0
KKIIADKH_02700_gene,10021.15085,0.04709953,0.087820293,0.536317157,0.591739375,0.656964299,0
KKIIADKH_02701_gene,3423.374557,-0.170198745,0.090532448,-1.879975073,0.060111475,0.088831402,0
KKIIADKH_02702_gene,1067.654784,-0.300317121,0.097373529,-3.084176191,0.002041167,0.003955267,0
KKIIADKH_02703_gene,221.7851527,-0.630046431,0.183927463,-3.425515801,0.000613633,0.001284328,0
KKIIADKH_02704_gene,538.4601585,-0.148074955,0.134244087,-1.103027763,0.270015109,0.336555573,0
KKIIADKH_00269_gene,118.2238245,-0.501079151,0.189714651,-2.641225383,0.008260675,0.01449954,0
KKIIADKH_02705_gene,1757.213225,-0.183358041,0.086699236,-2.114874942,0.034440607,0.053788747,0
KKIIADKH_02706_gene,739.2810263,0.311011945,0.123131151,2.525859148,0.011541574,0.019830092,0
KKIIADKH_02707_gene,734.2979983,-0.025425538,0.111977973,-0.227058392,0.820378338,0.857754874,0
KKIIADKH_02708_gene,98.25000032,-0.143758274,0.209382449,-0.686582255,0.492346014,0.562358533,0
KKIIADKH_02709_gene,427.7740547,-0.516559471,0.132051893,-3.911791481,9.16E-05,0.000214536,0
KKIIADKH_02710_gene,1250.946433,-0.587973463,0.113125193,-5.197546594,2.02E-07,6.48E-07,0
KKIIADKH_02711_gene,998.3970146,-0.715296102,0.094350022,-7.581302995,3.42E-14,1.93E-13,0
KKIIADKH_02712_gene,391.5513411,-0.83727954,0.120893814,-6.925743415,4.34E-12,2.06E-11,0
KKIIADKH_02713_gene,172.8454805,-0.372894096,0.172094963,-2.166792621,0.03025067,0.047641333,0
KKIIADKH_02714_gene,1412.599317,-1.192410533,0.107054361,-11.13836491,8.16E-29,1.10E-27,0
KKIIADKH_00270_gene,487.6204794,-0.734127372,0.16901669,-4.343520001,1.40E-05,3.62E-05,0
KKIIADKH_02715_gene,807.594547,-0.811493451,0.121576738,-6.674742732,2.48E-11,1.11E-10,0
KKIIADKH_02716_gene,1473.288503,-0.595318079,0.086358348,-6.893578835,5.44E-12,2.57E-11,0
KKIIADKH_02717_gene,392.5665401,0.055119442,0.125511003,0.43916024,0.660545433,0.719834613,0
KKIIADKH_02718_gene,674.2820293,0.645897075,0.117667545,5.489169307,4.04E-08,1.38E-07,0
KKIIADKH_02719_gene,4745.692482,-0.223766829,0.102180778,-2.189911181,0.028530679,0.045234769,0
KKIIADKH_02720_gene,2962.192929,-0.575751784,0.111476941,-5.164761243,2.41E-07,7.67E-07,0
KKIIADKH_02721_gene,1743.919359,-1.868234488,0.091037889,-20.521505,1.38E-93,1.31E-91,0
KKIIADKH_02722_gene,773.4106272,-2.075389824,0.103541539,-20.0440311,2.28E-89,2.02E-87,0
KKIIADKH_02723_gene,2.544747564,-0.489377055,1.298136282,-0.376984344,0.70618524,0.758970803,0
KKIIADKH_02724_gene,2336.155033,-2.10012696,0.102769282,-20.43535703,8.11E-93,7.42E-91,0
KKIIADKH_00027_gene,118.2969944,0.369565188,0.19382146,1.906729978,0.056555563,0.083958182,0
KKIIADKH_00271_gene,2400.998992,0.145763113,0.097496477,1.4950603,0.134898706,0.182114125,0
KKIIADKH_02725_gene,996.5801021,-2.160332003,0.12303704,-17.55838733,5.13E-69,3.00E-67,0
KKIIADKH_02726_gene,2482.162123,-0.171063004,0.085835758,-1.992910735,0.046271223,0.070204614,0
KKIIADKH_02727_gene,11551.74227,-0.45996945,0.123091549,-3.736807722,0.000186371,0.000422403,0
KKIIADKH_02728_gene,1070.068863,-0.587540997,0.120809057,-4.863385352,1.15E-06,3.40E-06,0
KKIIADKH_02729_gene,909.4859805,-1.087946288,0.168571951,-6.453898651,1.09E-10,4.64E-10,0
KKIIADKH_02730_gene,247.5161502,-1.110431871,0.172147067,-6.450483836,1.11E-10,4.74E-10,0
KKIIADKH_02731_gene,248.7981987,-0.838911421,0.200979003,-4.174124705,2.99E-05,7.41E-05,0
KKIIADKH_02732_gene,1191.390825,-0.943403372,0.109439551,-8.620314717,6.68E-18,4.87E-17,0
KKIIADKH_02733_gene,1427.349759,-0.36352655,0.099097822,-3.668360657,0.000244111,0.000543997,0
KKIIADKH_02734_gene,534.0267992,-0.376606614,0.108917692,-3.457717538,0.000544772,0.001148004,0
KKIIADKH_00272_gene,31.63545814,0.016159768,0.487399704,0.033155063,0.973550933,0.981602354,0
KKIIADKH_02735_gene,1374.366744,-1.627872115,0.107464637,-15.14797943,7.81E-52,2.61E-50,0
KKIIADKH_02736_gene,835.6937602,-0.327253915,0.159985544,-2.045521784,0.040803444,0.062882643,0
KKIIADKH_02737_gene,228.9919603,-0.297329911,0.171246537,-1.736268163,0.08251643,0.117461967,0
KKIIADKH_02738_gene,996.1694815,-0.697943859,0.113153844,-6.168096784,6.91E-10,2.74E-09,0
KKIIADKH_02739_gene,1132.156881,-0.961389922,0.103149179,-9.320383623,1.16E-20,1.00E-19,0
KKIIADKH_02740_gene,2594.864254,-1.184101027,0.087088305,-13.59655609,4.20E-42,1.02E-40,0
KKIIADKH_02741_gene,274.2003812,-0.39836442,0.148671753,-2.679489627,0.007373449,0.013036079,0
KKIIADKH_02742_gene,1010.169368,-0.429308621,0.119996664,-3.577671309,0.000346669,0.00075193,0
KKIIADKH_02743_gene,43.57057021,-0.53476523,0.304486035,-1.756288197,0.079039212,0.113006955,0
KKIIADKH_02744_gene,27.31717848,-0.723089041,0.378433115,-1.910744627,0.056037407,0.083315779,0
KKIIADKH_00273_gene,6.389335841,-1.3932445,0.840950812,-1.656749099,0.097570212,0.136402504,0
KKIIADKH_02745_gene,18.41522203,-0.28654948,0.479246036,-0.597917266,0.549895139,0.616590602,0
KKIIADKH_02746_gene,17.83038914,-0.043369514,0.522752859,-0.082963705,0.933880399,0.949620868,0
KKIIADKH_02747_gene,566.7318737,-1.257880469,0.156507321,-8.037198903,9.19E-16,5.84E-15,0
KKIIADKH_02748_gene,233.6841845,0.658076677,0.154243357,4.266483096,1.99E-05,5.02E-05,0
KKIIADKH_02749_gene,542.4599535,-0.369235848,0.184481006,-2.001484362,0.045340217,0.06895295,0
KKIIADKH_02750_gene,549.0712295,-0.769878685,0.119505906,-6.442181089,1.18E-10,5.00E-10,0
KKIIADKH_02751_gene,680.3825193,-0.01268276,0.121084551,-0.104743006,0.916579736,0.936585405,0
KKIIADKH_02752_gene,7378.019824,-0.140718896,0.076345914,-1.843175209,0.065303433,0.095395829,0
KKIIADKH_02753_gene,229.6509322,-1.319839,0.147997992,-8.917952048,4.75E-19,3.70E-18,0
KKIIADKH_02754_gene,192.5351914,0.106837923,0.159637217,0.669254482,0.503333157,0.573299682,0
KKIIADKH_00274_gene,151.5620905,-0.459546844,0.187964371,-2.444861445,0.01449078,0.024501602,0
KKIIADKH_02755_gene,575.4402928,-0.785394814,0.13270908,-5.918169391,3.26E-09,1.22E-08,0
KKIIADKH_02756_gene,485.0824991,-0.619606299,0.144503885,-4.287817596,1.80E-05,4.59E-05,0
KKIIADKH_02757_gene,222.9389171,-0.056459253,0.211814273,-0.26655075,0.78981508,0.833092618,0
KKIIADKH_02758_gene,489.5894805,-0.376279573,0.133433611,-2.819975943,0.004802725,0.00875017,0
KKIIADKH_02759_gene,643.620794,-0.917523523,0.128255552,-7.153869812,8.44E-13,4.25E-12,0
KKIIADKH_02760_gene,446.0016569,-0.210594547,0.140971266,-1.49388278,0.13520626,0.182436485,0
KKIIADKH_02761_gene,7093.888978,-2.177414495,0.085243749,-25.54339193,6.50E-144,1.36E-141,0
KKIIADKH_02762_gene,17581.59499,-2.108215263,0.089641979,-23.51816944,2.66E-122,3.70E-120,0
KKIIADKH_02763_gene,1526.686427,-1.646372389,0.091100732,-18.07199948,5.30E-73,3.48E-71,0
KKIIADKH_02764_gene,2137.044304,-1.726284793,0.098474678,-17.53024055,8.42E-69,4.88E-67,0
KKIIADKH_00275_gene,18.97697836,0.770565246,0.469798162,1.640204899,0.100962571,0.140507245,0
KKIIADKH_02765_gene,1290.263288,-1.028301752,0.107313825,-9.582192745,9.50E-22,8.71E-21,0
KKIIADKH_02766_gene,67.05109125,-0.203668652,0.265793758,-0.766265743,0.443518198,0.515895149,0
KKIIADKH_02767_gene,53.41094647,0.249335002,0.344832625,0.72306094,0.469642445,0.541226386,0
KKIIADKH_02768_gene,523.1721549,0.69987064,0.116493011,6.007833739,1.88E-09,7.23E-09,0
KKIIADKH_02769_gene,302.8689933,0.562167362,0.150179133,3.743312066,0.00018161,0.000411772,0
KKIIADKH_02770_gene,723.6151066,0.392489654,0.145675201,2.694279129,0.007054106,0.01249792,0
KKIIADKH_02771_gene,83.23212103,0.328712693,0.246398431,1.334069749,0.182180999,0.237814679,0
KKIIADKH_02772_gene,206.8209385,-0.308071576,0.164214169,-1.876035289,0.060650434,0.089537422,0
KKIIADKH_02773_gene,291.9599794,-1.420481038,0.159604559,-8.900002925,5.58E-19,4.32E-18,0
KKIIADKH_02774_gene,10762.09908,-2.167364967,0.114000739,-19.01185014,1.36E-80,1.06E-78,0
KKIIADKH_00276_gene,131.7763382,-1.16537098,0.194849643,-5.980873072,2.22E-09,8.47E-09,0
KKIIADKH_02775_gene,204.4478439,-1.650560594,0.170230091,-9.69605657,3.13E-22,2.97E-21,0
KKIIADKH_02776_gene,2149.05588,-1.360982494,0.113289374,-12.01332871,3.02E-33,4.89E-32,0
KKIIADKH_02777_gene,61.78408457,-1.443557136,0.263578253,-5.476768736,4.33E-08,1.47E-07,0
KKIIADKH_02778_gene,8861.121918,-1.818442082,0.084188796,-21.59957354,1.81E-103,1.93E-101,0
KKIIADKH_02779_gene,1537.928973,-0.91438736,0.139416889,-6.5586556,5.43E-11,2.37E-10,0
KKIIADKH_02780_gene,408.3637016,-0.647810558,0.129602398,-4.998445756,5.78E-07,1.77E-06,0
KKIIADKH_02781_gene,5614.222979,-1.137990185,0.085992073,-13.23366377,5.61E-40,1.21E-38,0
KKIIADKH_02782_gene,232.8047595,0.312365766,0.167368109,1.866339815,0.061993838,0.091129851,0
KKIIADKH_02783_gene,886.6306145,0.840772379,0.107041826,7.854615428,4.01E-15,2.42E-14,0
KKIIADKH_02784_gene,199.7508616,0.584786834,0.161766968,3.614995344,0.000300353,0.000658055,0
KKIIADKH_00277_gene,611.2488497,-0.997269098,0.115193596,-8.657331065,4.83E-18,3.55E-17,0
KKIIADKH_02785_gene,387.284899,-1.194970122,0.142221304,-8.402187899,4.38E-17,3.03E-16,0
KKIIADKH_02786_gene,19.39171044,0.157126588,0.450201748,0.349013723,0.727079007,0.777286509,0
KKIIADKH_02787_gene,0.859860867,-0.023741392,2.336683246,-0.010160295,0.991893397,0.995136906,0
KKIIADKH_02788_gene,9.728964089,1.585935798,0.680765309,2.329636627,0.019825365,0.032607654,0
KKIIADKH_02789_gene,158.5651531,0.857518225,0.173501533,4.942424496,7.72E-07,2.33E-06,0
KKIIADKH_02790_gene,80.36722993,0.730709258,0.243638325,2.999155647,0.00270729,0.005132186,0
KKIIADKH_02791_gene,153.3386973,1.019755515,0.201146889,5.069705638,3.98E-07,1.23E-06,0
KKIIADKH_02792_gene,194.0636695,0.357296433,0.170008388,2.101640033,0.03558482,0.055427833,0
KKIIADKH_02793_gene,126.4603564,-0.546724973,0.190814065,-2.865223652,0.004167148,0.007673427,0
KKIIADKH_02794_gene,3521.52285,-0.90191805,0.127827546,-7.055740962,1.72E-12,8.43E-12,0
KKIIADKH_00278_gene,0.533878069,2.23683908,2.896716147,0.772198229,0.43999703,0.512410472,0
KKIIADKH_02795_gene,537.3037554,-0.782782805,0.120485671,-6.496895442,8.20E-11,3.52E-10,0
KKIIADKH_02796_gene,22.7330354,0.087789395,0.450035406,0.195072196,0.845336429,0.876800564,0
KKIIADKH_02797_gene,649.6758685,-0.099692418,0.115726309,-0.861449906,0.3889903,0.460617409,0
KKIIADKH_02798_gene,126.0612299,1.038904969,0.196959519,5.274713183,1.33E-07,4.33E-07,0
KKIIADKH_02799_gene,515.5674396,-0.552048047,0.112720334,-4.897501854,9.71E-07,2.89E-06,0
KKIIADKH_02800_gene,1130.61024,0.053338194,0.114136613,0.467318877,0.640271753,0.700611499,0
KKIIADKH_02801_gene,14.32614164,-0.332454508,0.559726686,-0.593958653,0.552539768,0.619200062,0
KKIIADKH_02802_gene,253.6081451,0.468083904,0.145385496,3.219605242,0.001283672,0.002562965,0
KKIIADKH_02803_gene,856.2025577,0.741699391,0.105087026,7.057953979,1.69E-12,8.30E-12,0
KKIIADKH_02804_gene,195.3430773,0.463149275,0.158567171,2.920839614,0.003490895,0.006512183,0
KKIIADKH_00279_gene,97.77012873,0.654693502,0.216950825,3.017704604,0.00254697,0.004856589,0
KKIIADKH_02805_gene,106.7189745,0.345316072,0.231655785,1.490642993,0.13605525,0.183497425,0
KKIIADKH_02806_gene,70.79786875,-0.114777092,0.2403771,-0.477487632,0.633014926,0.694228513,0
KKIIADKH_02807_gene,195.6859003,0.435600307,0.177112551,2.459454755,0.013914824,0.023616458,0
KKIIADKH_02808_gene,68.79055067,0.356068522,0.261606018,1.361086893,0.173486231,0.228032676,0
KKIIADKH_02809_gene,156.6297788,-0.493531995,0.201291832,-2.45182326,0.014213446,0.024057033,0
KKIIADKH_02810_gene,241.7765768,-1.239592292,0.243234549,-5.096283792,3.46E-07,1.08E-06,0
KKIIADKH_02811_gene,450.707169,-0.85823275,0.137903614,-6.223424631,4.86E-10,1.96E-09,0
KKIIADKH_02812_gene,1651.786864,0.327788986,0.086506575,3.789180015,0.000151145,0.00034497,0
KKIIADKH_02813_gene,463.8991528,0.411622236,0.128186028,3.211131854,0.001322133,0.002635259,0
KKIIADKH_02814_gene,277.4058355,0.171689983,0.144669606,1.186773002,0.235317171,0.298132947,0
KKIIADKH_00280_gene,30.36659509,0.635799519,0.3869399,1.64314799,0.100352318,0.139889661,0
KKIIADKH_02815_gene,209.6568052,-0.20264826,0.188281866,-1.076302585,0.281791953,0.349448296,0
KKIIADKH_02816_gene,193.2759917,-0.341749229,0.168888322,-2.02352196,0.043019362,0.066006635,0
KKIIADKH_02817_gene,928.7394259,-1.128266789,0.104434513,-10.80358167,3.31E-27,4.14E-26,0
KKIIADKH_02818_gene,283.6936035,0.553997812,0.166509292,3.327128512,0.000877459,0.001799191,0
KKIIADKH_02819_gene,126.7943759,-0.608471144,0.320321756,-1.899562336,0.057490579,0.085259723,0
KKIIADKH_02820_gene,382.0897934,0.773305441,0.130952014,5.905258103,3.52E-09,1.32E-08,0
KKIIADKH_02821_gene,1723.543885,-1.07635778,0.099816685,-10.7833453,4.13E-27,5.15E-26,0
KKIIADKH_02822_gene,627.9764991,-0.63534166,0.125111163,-5.078217205,3.81E-07,1.18E-06,0
KKIIADKH_02823_gene,757.2686497,-0.059839606,0.125769856,-0.475786547,0.634226455,0.695166364,0
KKIIADKH_02824_gene,146.8752299,1.183121837,0.199781112,5.922090571,3.18E-09,1.19E-08,0
KKIIADKH_00028_gene,72.92384985,0.109220534,0.25777402,0.423706524,0.671779857,0.729902659,0
KKIIADKH_00281_gene,44.51588967,0.04311472,0.337048644,0.12791839,0.898213557,0.921519239,0
KKIIADKH_02825_gene,257.8822574,1.008678996,0.15392025,6.553257258,5.63E-11,2.45E-10,0
KKIIADKH_02826_gene,16.6914066,1.058569107,0.504819805,2.096924679,0.036000243,0.056030166,0
KKIIADKH_02827_gene,101.8487973,0.828047242,0.230023599,3.599836049,0.000318418,0.000694773,0
KKIIADKH_02828_gene,498.1101698,1.381333648,0.153423664,9.003393705,2.19E-19,1.74E-18,0
KKIIADKH_02829_gene,238.1437669,0.509700466,0.172828962,2.949161188,0.003186377,0.005982252,0
KKIIADKH_02830_gene,1074.434365,0.198037748,0.107799269,1.837097319,0.06619553,0.096565363,0
KKIIADKH_02831_gene,137.9264669,-0.278343485,0.18470909,-1.506929004,0.131828856,0.178233317,0
KKIIADKH_02832_gene,871.366579,-0.623984586,0.128177597,-4.868125156,1.13E-06,3.32E-06,0
KKIIADKH_02833_gene,658.4401356,-0.233861411,0.165136824,-1.416167545,0.156726456,0.208162328,0
KKIIADKH_02834_gene,322.9103215,0.113578064,0.168952505,0.672248472,0.501425527,0.571662222,0
KKIIADKH_00282_gene,15.46898861,1.271538887,0.533671526,2.382624566,0.017189715,0.028683836,0
KKIIADKH_02835_gene,230.7928963,-0.084632055,0.192337836,-0.440017715,0.659924277,0.71929165,0
KKIIADKH_02836_gene,115.5538008,0.121428475,0.228968548,0.530328189,0.595884406,0.66031349,0
KKIIADKH_02837_gene,5728.717143,-1.353286004,0.087515737,-15.4633446,6.13E-54,2.22E-52,0
KKIIADKH_02838_gene,2466.519209,0.141278657,0.085389909,1.654512328,0.098023461,0.136938002,0
KKIIADKH_02839_gene,1505.492885,-0.420255051,0.089238254,-4.70935988,2.48E-06,7.00E-06,0
KKIIADKH_02840_gene,1485.558435,0.012527626,0.093875902,0.133448792,0.89383846,0.917835176,0
KKIIADKH_02841_gene,1607.383345,-1.203193143,0.09280915,-12.96416504,1.95E-38,3.94E-37,0
KKIIADKH_02842_gene,474.7634323,-0.286827982,0.148374797,-1.933131423,0.05322001,0.079632702,0
