Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Marker
MKLGIIOE_01030_gene,63.07622776,-0.038967454,0.256838713,-0.151719549,0.879408138,0.941082347,0
MKLGIIOE_01031_gene,31.47592692,-0.082911357,0.347005423,-0.238933893,0.811156844,0.902321792,0
MKLGIIOE_00102_gene,639.5419068,0.162277163,0.143508592,1.130783605,0.258146182,0.462839604,0
MKLGIIOE_01032_gene,170.2576387,-0.304439729,0.255477333,-1.191650647,0.233398257,0.434981049,0
MKLGIIOE_01033_gene,368.9459365,-0.364685484,0.198455225,-1.837620978,0.066118275,0.181763216,0
MKLGIIOE_01034_gene,98.14456736,-0.163627432,0.269819628,-0.606432652,0.544227492,0.721594105,0
MKLGIIOE_01035_gene,96.90747773,-0.204580422,0.246279673,-0.830683344,0.406152538,0.609228807,0
MKLGIIOE_01036_gene,81.54880711,0.160367961,0.247618911,0.647640197,0.517217692,0.702829342,0
MKLGIIOE_01037_gene,749.8545049,0.441702372,0.164112731,2.691457088,0.007114065,0.032478906,0
MKLGIIOE_01038_gene,5577.310198,0.931054945,0.154175779,6.038918387,1.55E-09,2.76E-08,0
MKLGIIOE_01039_gene,2478.067053,0.816345007,0.163327995,4.998194012,5.79E-07,7.42E-06,0
MKLGIIOE_01040_gene,5808.621404,0.962216313,0.162987727,5.903612065,3.56E-09,6.08E-08,0
MKLGIIOE_01041_gene,1131.489106,1.154449324,0.139599384,8.269730793,1.34E-16,4.10E-15,0
MKLGIIOE_00103_gene,157.3269167,0.060089197,0.191330223,0.314060141,0.753475362,0.865576559,0
MKLGIIOE_01042_gene,2339.400341,0.987390998,0.138526764,7.127799489,1.02E-12,2.44E-11,0
MKLGIIOE_01043_gene,911.1167694,0.722890305,0.142418278,5.075825333,3.86E-07,5.10E-06,0
MKLGIIOE_01044_gene,1243.096582,0.324044199,0.142750442,2.270004875,0.023207287,0.08402808,0
MKLGIIOE_01045_gene,1655.30414,-0.055795644,0.129066191,-0.432302551,0.665521533,0.807795668,0
MKLGIIOE_01046_gene,417.6454577,0.539214171,0.177497322,3.037872143,0.00238255,0.013234382,0
MKLGIIOE_01047_gene,208.6970763,0.529932829,0.191167123,2.772091874,0.005569731,0.026440753,0
MKLGIIOE_01048_gene,133.2515315,0.294982084,0.196273826,1.502910959,0.132862007,0.300080841,0
MKLGIIOE_01049_gene,1138.9231,0.114025995,0.136174554,0.837351705,0.402394904,0.605565843,0
MKLGIIOE_01050_gene,524.4132509,0.210148556,0.141976832,1.480160897,0.138830313,0.309067744,0
MKLGIIOE_01051_gene,95.42911214,0.498245477,0.24658999,2.020542186,0.043327179,0.133818341,0
MKLGIIOE_00105_gene,24.81449153,-0.07250802,0.397831331,-0.182258193,0.855380106,0.927671554,0
MKLGIIOE_01052_gene,131.9949522,0.127930128,0.204605272,0.625253335,0.531804802,0.71432099,0
MKLGIIOE_01053_gene,29.39857459,-0.746782523,0.413215108,-1.807248838,0.070723489,0.190421753,0
MKLGIIOE_01054_gene,291.0763985,0.197185326,0.186929671,1.054863708,0.291487662,0.500991366,0
MKLGIIOE_01055_gene,170.1000562,-0.171027587,0.188664402,-0.906517525,0.364661993,0.571007343,0
MKLGIIOE_01056_gene,271.465538,0.705918516,0.193858164,3.64141753,0.000271141,0.002044323,0
MKLGIIOE_01057_gene,450.4255638,1.376051773,0.237821029,5.786081158,7.20E-09,1.20E-07,0
MKLGIIOE_01058_gene,275.4452097,2.411028064,0.339910959,7.093116591,1.31E-12,3.08E-11,0
MKLGIIOE_01059_gene,686.4875695,2.642023432,0.294763163,8.963207641,3.15E-19,1.16E-17,0
MKLGIIOE_01060_gene,1044.665447,2.215160457,0.275202595,8.049199021,8.33E-16,2.41E-14,0
MKLGIIOE_01061_gene,1111.714029,0.105867972,0.140721605,0.752322092,0.451857385,0.651849413,0
MKLGIIOE_00106_gene,34.85604979,-0.3012059,0.330413115,-0.911603949,0.361977243,0.568446963,0
MKLGIIOE_01062_gene,55.61573454,-0.134764579,0.303812383,-0.443578295,0.657347501,0.803581459,0
MKLGIIOE_01063_gene,415.2009676,0.013054065,0.14978415,0.087152512,0.930550286,0.967514147,0
MKLGIIOE_01064_gene,126.4010084,0.226411938,0.207321153,1.09208315,0.274796555,0.483155671,0
MKLGIIOE_01065_gene,766.6355289,-0.323404308,0.150286373,-2.151920377,0.031403626,0.104890157,0
MKLGIIOE_01066_gene,182.0265418,-0.255290921,0.189424379,-1.347719452,0.177748633,0.363944586,0
MKLGIIOE_01067_gene,481.4177166,-0.410870242,0.161986668,-2.536444803,0.011198439,0.046414227,0
MKLGIIOE_01068_gene,247.0038986,-0.387206556,0.171985581,-2.251389637,0.02436087,0.08728035,0
MKLGIIOE_01069_gene,2140.433072,-0.10851394,0.145833591,-0.744094274,0.456819443,0.656054142,0
MKLGIIOE_01070_gene,256.8071247,-0.14373311,0.183068116,-0.785134592,0.43237466,0.632738652,0
MKLGIIOE_01071_gene,657.5948602,0.003746913,0.159293439,0.023522082,0.981233824,0.991098424,0
MKLGIIOE_00107_gene,37.45529431,-0.635160945,0.344852241,-1.84183505,0.065499281,0.180463904,0
MKLGIIOE_01072_gene,974.0862478,0.405670511,0.150192837,2.700997732,0.006913181,0.031759748,0
MKLGIIOE_01073_gene,5673.315749,0.434083346,0.163395238,2.656646251,0.007892221,0.035277608,0
MKLGIIOE_01074_gene,712.6709754,0.300702598,0.162345852,1.852234564,0.063992148,0.177579105,0
MKLGIIOE_01075_gene,444.9006047,0.258523363,0.173947062,1.486218623,0.137221303,0.306417083,0
MKLGIIOE_01076_gene,4368.074145,0.431098519,0.165971162,2.597430259,0.009392419,0.040671396,0
MKLGIIOE_01077_gene,681.4015339,0.202405934,0.155423913,1.302283097,0.192819628,0.384514287,0
MKLGIIOE_01078_gene,1915.366256,0.254003788,0.167788074,1.51383696,0.130067196,0.296116569,0
MKLGIIOE_01079_gene,4802.125242,0.067690528,0.165727164,0.408445584,0.682946573,0.817814032,0
MKLGIIOE_01080_gene,701.7852901,-0.296584392,0.163311815,-1.816062064,0.069360852,0.187581563,0
MKLGIIOE_01081_gene,3130.194872,-0.624966748,0.129387452,-4.830195975,1.36E-06,1.65E-05,0
MKLGIIOE_00108_gene,90.38841208,-0.256289059,0.26261809,-0.975900248,0.329113899,0.537891923,0
MKLGIIOE_01082_gene,733.6111677,0.248900432,0.151583745,1.641999485,0.100590111,0.24926317,0
MKLGIIOE_01083_gene,11076.21704,0.38542997,0.186734235,2.064056276,0.039012381,0.123390794,0
MKLGIIOE_01084_gene,1945.415714,0.062887014,0.165100975,0.380900319,0.703277216,0.83260918,0
MKLGIIOE_01085_gene,234.7616039,-0.120644639,0.199075772,-0.606023717,0.544499004,0.721594105,0
MKLGIIOE_01086_gene,886.0265083,0.017320693,0.138628333,0.124943382,0.900568374,0.952788703,0
MKLGIIOE_01087_gene,636.8425116,-0.116685045,0.141994428,-0.821757917,0.411214689,0.613447029,0
MKLGIIOE_01088_gene,354.348428,0.31205094,0.159648696,1.95461001,0.050629119,0.150653217,0
MKLGIIOE_01089_gene,103.0772747,-0.167922105,0.221278027,-0.758873832,0.447928034,0.648004241,0
MKLGIIOE_01090_gene,234.084123,-0.343162287,0.178804919,-1.919199363,0.054959108,0.159827196,0
MKLGIIOE_01091_gene,725.6797162,0.965278107,0.196217002,4.919441716,8.68E-07,1.08E-05,0
MKLGIIOE_00109_gene,35.72659637,-0.200562743,0.329106636,-0.609415675,0.54224895,0.721182068,0
MKLGIIOE_01092_gene,291.5261529,0.571614147,0.195620839,2.922051406,0.003477341,0.017935945,0
MKLGIIOE_01093_gene,4079.051993,2.532639855,0.218406693,11.59598097,4.32E-31,2.26E-29,0
MKLGIIOE_01094_gene,289.7515373,-0.123830042,0.158852763,-0.779527151,0.43566925,0.636012598,0
MKLGIIOE_01095_gene,888.3505652,-0.221353176,0.160756409,-1.37694775,0.168528403,0.351666716,0
MKLGIIOE_01096_gene,218.6757386,-0.337954839,0.174440949,-1.937359546,0.052701408,0.154842475,0
MKLGIIOE_01097_gene,294.164755,0.011146991,0.16145344,0.06904152,0.94495657,0.973913948,0
MKLGIIOE_01098_gene,128.9942913,-0.488738529,0.205422587,-2.379185931,0.017350922,0.06584617,0
MKLGIIOE_01099_gene,259.0368567,-0.881152187,0.173919806,-5.066428074,4.05E-07,5.32E-06,0
MKLGIIOE_01100_gene,1953.18728,-1.611048815,0.203178039,-7.929246783,2.20E-15,6.11E-14,0
MKLGIIOE_01101_gene,748.8141785,-1.663112948,0.188526903,-8.82162133,1.13E-18,4.02E-17,0
MKLGIIOE_00110_gene,73.79436015,-0.303268173,0.253278694,-1.197369458,0.231162582,0.43191347,0
MKLGIIOE_01102_gene,250.1367463,-1.658223427,0.234981853,-7.056814837,1.70E-12,3.93E-11,0
MKLGIIOE_01103_gene,235.0566318,-1.76181058,0.24751233,-7.118071978,1.09E-12,2.60E-11,0
MKLGIIOE_01104_gene,160.0021548,-1.675671596,0.243671752,-6.876757712,6.12E-12,1.32E-10,0
MKLGIIOE_01105_gene,92.61942438,-1.832935178,0.320578646,-5.717583498,1.08E-08,1.77E-07,0
MKLGIIOE_01106_gene,142.4042618,-1.75135066,0.245772772,-7.12589375,1.03E-12,2.47E-11,0
MKLGIIOE_01107_gene,100.6080487,-1.062716956,0.238085292,-4.463597683,8.06E-06,8.35E-05,0
MKLGIIOE_01108_gene,619.2878086,0.024054678,0.149471939,0.160931061,0.872147698,0.937028761,0
MKLGIIOE_01109_gene,695.0662481,0.289265236,0.164829101,1.754940321,0.079269516,0.209168713,0
MKLGIIOE_01110_gene,329.2367171,0.502808123,0.186401944,2.697440336,0.006987481,0.032043661,0
MKLGIIOE_01111_gene,634.6498231,0.066104781,0.156263959,0.423032805,0.672271327,0.812143047,0
MKLGIIOE_00011_gene,3.017866641,-1.893117876,1.112632009,-1.701477092,0.088853436,NA,0
MKLGIIOE_00111_gene,61.13026428,-0.050419623,0.265000799,-0.190262154,0.849103709,0.925467818,0
MKLGIIOE_01112_gene,479.8443843,-0.295415725,0.154326117,-1.914230272,0.055590739,0.161480862,0
MKLGIIOE_01113_gene,4848.913936,0.482429366,0.146450438,3.294147659,0.000987206,0.006195112,0
MKLGIIOE_01114_gene,711.5343344,-0.163263766,0.138323045,-1.180307782,0.237877824,0.440447672,0
MKLGIIOE_01115_gene,20.71576183,-0.175517835,0.40985961,-0.428238915,0.668477187,0.809551925,0
MKLGIIOE_01116_gene,638.1016248,-0.307593034,0.138817094,-2.215815254,0.026704157,0.093455437,0
MKLGIIOE_01117_gene,1339.248996,-2.834151645,0.24285105,-11.67032895,1.81E-31,9.55E-30,0
MKLGIIOE_01118_gene,102.3884629,-2.319886633,0.34886469,-6.649817826,2.93E-11,6.09E-10,0
MKLGIIOE_01119_gene,370.6519228,-2.853478755,0.30708579,-9.292122428,1.51E-20,5.92E-19,0
MKLGIIOE_01120_gene,291.4901996,-0.130286931,0.186557613,-0.6983737,0.48494352,0.677282873,0
MKLGIIOE_01121_gene,178.4235977,0.286856143,0.189195805,1.516186594,0.129472177,0.295079288,0
MKLGIIOE_00112_gene,22.85080302,0.269952624,0.403586983,0.668883377,0.503569875,0.691986799,0
MKLGIIOE_01122_gene,768.9809176,0.16401065,0.145053817,1.130688268,0.258186321,0.462839604,0
MKLGIIOE_01123_gene,226.2841995,-0.558391954,0.222969004,-2.504347889,0.012267734,0.04988104,0
MKLGIIOE_01124_gene,52.61820391,0.115822494,0.287788825,0.402456536,0.687348069,0.820687832,0
MKLGIIOE_01125_gene,11.77289662,-0.241744453,0.574601673,-0.420716583,0.67396205,0.813684103,0
MKLGIIOE_01126_gene,12.35766873,0.679487002,0.543818791,1.249473194,0.211492052,0.406416698,0
MKLGIIOE_01127_gene,19.25431506,0.317337783,0.438802314,0.723190768,0.46956269,0.665774831,0
MKLGIIOE_01128_gene,34.86183375,-0.11457789,0.321463355,-0.356425977,0.721521578,0.846121027,0
MKLGIIOE_01129_gene,131.3619654,0.517908409,0.208734277,2.481185245,0.01309463,0.052573351,0
MKLGIIOE_01130_gene,232.0008248,-0.105459525,0.178048088,-0.592309223,0.553643541,0.728388615,0
MKLGIIOE_01131_gene,68.22422311,-0.40806253,0.249394731,-1.636211511,0.101795328,0.251157193,0
MKLGIIOE_00113_gene,64.13587513,-0.114360289,0.278789161,-0.410203497,0.681656676,0.817050572,0
MKLGIIOE_01132_gene,1742.594875,-0.224709963,0.162625095,-1.381766834,0.167043305,0.350135334,0
MKLGIIOE_01133_gene,121.96684,-0.007148037,0.225287135,-0.031728561,0.974688518,0.988594653,0
MKLGIIOE_01134_gene,129.6847834,0.317107933,0.210840803,1.504015961,0.132577257,0.299586948,0
MKLGIIOE_01135_gene,41.08810773,0.498905553,0.355033235,1.405236195,0.159951054,0.340560239,0
MKLGIIOE_01136_gene,50.76285655,-0.167150598,0.293436295,-0.56963164,0.568927564,0.740327823,0
MKLGIIOE_01137_gene,28.93404145,-0.034196709,0.362892466,-0.094233726,0.924923495,0.96586461,0
MKLGIIOE_01138_gene,32.62816883,-0.516862495,0.341242795,-1.514647352,0.129861734,0.295780146,0
MKLGIIOE_01139_gene,7.077142905,-0.443130094,0.695782992,-0.636879745,0.524203178,0.708316932,0
MKLGIIOE_01140_gene,56.52810213,-0.216974091,0.27639154,-0.785024354,0.432439289,0.632738652,0
MKLGIIOE_01141_gene,663.0260497,-0.072668487,0.158659643,-0.458014943,0.646941706,0.795794176,0
MKLGIIOE_00114_gene,337.4706791,0.133077832,0.16319967,0.81542954,0.414826481,0.616289588,0
MKLGIIOE_01142_gene,3809.013474,0.081499671,0.14816099,0.550075101,0.582267864,0.749131076,0
MKLGIIOE_01143_gene,364.7437704,0.35469851,0.183509541,1.932861408,0.053253273,0.156016875,0
MKLGIIOE_01144_gene,81.42909963,0.445898996,0.260331608,1.712811596,0.086747206,0.225077391,0
MKLGIIOE_01145_gene,18.53493007,0.377137696,0.424792203,0.887816897,0.374639252,0.580119434,0
MKLGIIOE_01146_gene,1550.223818,-1.008024114,0.144925934,-6.95544328,3.51E-12,7.80E-11,0
MKLGIIOE_01147_gene,5.564678771,0.253731126,0.801304997,0.316647378,0.751511182,0.864870445,0
MKLGIIOE_01148_gene,53.46195406,0.414392872,0.320071141,1.294689897,0.195427227,0.387603633,0
MKLGIIOE_01149_gene,139.2616306,0.087516193,0.222601692,0.393151518,0.694207575,0.826376187,0
MKLGIIOE_01150_gene,162.7659002,0.083125791,0.186358166,0.446053922,0.655558296,0.802925797,0
MKLGIIOE_01151_gene,259.1940661,0.281064216,0.166539562,1.687672362,0.09147414,0.234253353,0
MKLGIIOE_00115_gene,12.1460618,0.373025998,0.538530221,0.692674214,0.488514025,0.680600925,0
MKLGIIOE_01152_gene,226.4398032,-0.045495428,0.175668354,-0.258984771,0.795646991,0.894775635,0
MKLGIIOE_01153_gene,31.00726239,-0.495941629,0.342025669,-1.45001289,0.147054925,0.322872297,0
MKLGIIOE_01154_gene,525.4891968,-0.436644854,0.154603309,-2.824291775,0.004738523,0.023006066,0
MKLGIIOE_01155_gene,130.2988059,0.199642224,0.209396117,0.953418939,0.340377849,0.549124366,0
MKLGIIOE_01156_gene,197.021548,-0.129962401,0.179530477,-0.723901607,0.469126143,0.665774831,0
MKLGIIOE_01157_gene,0,NA,NA,NA,NA,NA,0
MKLGIIOE_01158_gene,0.5119059,-2.526929806,2.610218312,-0.968091364,0.332998743,NA,0
MKLGIIOE_01159_gene,7.179312938,-0.975577283,0.711912743,-1.370360753,0.170574317,0.354636871,0
MKLGIIOE_01160_gene,33.71546813,-0.413908885,0.344827807,-1.200334998,0.230009263,0.430228927,0
MKLGIIOE_01161_gene,26.62403215,-0.848156599,0.38093869,-2.226491093,0.025981305,0.091739773,0
MKLGIIOE_00116_gene,72.18579634,-0.132025332,0.251094596,-0.525799177,0.599027746,0.76057832,0
MKLGIIOE_01162_gene,0,NA,NA,NA,NA,NA,0
MKLGIIOE_01163_gene,0,NA,NA,NA,NA,NA,0
MKLGIIOE_01164_gene,96.83623219,-0.250207954,0.233704158,-1.070618322,0.284341082,0.492672094,0
MKLGIIOE_01165_gene,63.86735254,-0.551871203,0.269392461,-2.048577012,0.040503494,0.12700954,0
MKLGIIOE_01166_gene,10.0992315,-0.169186224,0.620415793,-0.272698126,0.785085275,0.887962102,0
MKLGIIOE_01167_gene,25.31108403,-0.636558198,0.465699449,-1.366886304,0.171660946,0.356115242,0
MKLGIIOE_01168_gene,18.47013865,-1.578662396,0.560727884,-2.815380582,0.00487195,0.023542401,0
MKLGIIOE_01169_gene,20.89800519,-1.491459443,0.456754775,-3.265339577,0.001093329,0.006794544,0
MKLGIIOE_01170_gene,5.01038604,-0.660084469,0.83672209,-0.788893322,0.430174359,NA,0
MKLGIIOE_01171_gene,6.504308105,-1.096316227,0.71531928,-1.532625022,0.125368273,0.2883639,0
MKLGIIOE_00117_gene,83.21557828,0.146453015,0.256433473,0.571115049,0.567921658,0.739911223,0
MKLGIIOE_01172_gene,2.634782533,-0.881467303,1.280299623,-0.688485169,0.491147307,NA,0
MKLGIIOE_01173_gene,1.850042607,-0.861457408,1.440988976,-0.597823732,0.549957554,NA,0
MKLGIIOE_01174_gene,30.92005639,-0.364763462,0.357524366,-1.02024784,0.307610934,0.517088938,0
MKLGIIOE_01175_gene,54.96751621,-0.761501543,0.270289848,-2.817351628,0.004842148,0.023420466,0
MKLGIIOE_01176_gene,467.5089579,-0.228960221,0.168830679,-1.356152935,0.175050513,0.361160556,0
MKLGIIOE_01177_gene,90.58496959,-0.291092236,0.236696295,-1.229813234,0.218767051,0.416648838,0
MKLGIIOE_01178_gene,82.86557046,-0.461980135,0.271627547,-1.700785289,0.088983313,0.229254997,0
MKLGIIOE_01179_gene,42.69205775,-0.016686631,0.346598065,-0.048144038,0.961601449,0.981534102,0
MKLGIIOE_01180_gene,248.8098278,-0.086467781,0.20092054,-0.430358099,0.66693517,0.808554414,0
MKLGIIOE_01181_gene,72.30902589,-0.065471041,0.263178295,-0.248770671,0.803538179,0.898158958,0
MKLGIIOE_00118_gene,79.83678241,0.13648524,0.251891985,0.541840344,0.587928496,0.753012591,0
MKLGIIOE_01182_gene,423.2760921,0.246573375,0.167507181,1.472016741,0.141016357,0.312712311,0
MKLGIIOE_01183_gene,575.9497404,0.00830185,0.163583606,0.05074989,0.959524821,0.981321392,0
MKLGIIOE_01184_gene,23.05019007,-0.349799232,0.393988348,-0.887841568,0.37462598,0.580119434,0
MKLGIIOE_01185_gene,327.4537433,-0.237847445,0.163985562,-1.450416985,0.146942273,0.322872297,0
MKLGIIOE_01186_gene,133.8743958,-0.104395239,0.204934058,-0.509408928,0.610465619,0.768628986,0
MKLGIIOE_01187_gene,224.9476376,-0.020032088,0.179416527,-0.111651296,0.911099898,0.957411186,0
MKLGIIOE_01188_gene,148.8502681,-0.568649534,0.225493065,-2.521804975,0.011675442,0.0480032,0
MKLGIIOE_01189_gene,54.22062971,-0.782790395,0.309257168,-2.531195642,0.011367442,0.047038642,0
MKLGIIOE_01190_gene,59.22627197,-0.833834407,0.291311119,-2.862350085,0.004205121,0.020972429,0
MKLGIIOE_01191_gene,73.86618796,-0.925988376,0.270784847,-3.419646212,0.000627026,0.004207806,0
MKLGIIOE_00119_gene,143.5381122,0.570326208,0.228219163,2.499028573,0.012453427,0.050393623,0
MKLGIIOE_01192_gene,460.6448173,-1.697667788,0.213265314,-7.960355858,1.72E-15,4.83E-14,0
MKLGIIOE_01193_gene,77.44745797,-0.989293893,0.255935248,-3.865406976,0.000110904,0.000911227,0
MKLGIIOE_01194_gene,111.8177635,-1.193951365,0.242460201,-4.92431896,8.47E-07,1.06E-05,0
MKLGIIOE_01195_gene,272.1454463,-0.09888443,0.178298069,-0.5546018,0.579167057,0.746640866,0
MKLGIIOE_01196_gene,1719.870123,-1.420923259,0.159821765,-8.890674284,6.07E-19,2.19E-17,0
MKLGIIOE_01197_gene,38.70146543,0.358353464,0.314775109,1.138442824,0.254935621,0.459099026,0
MKLGIIOE_01198_gene,4.943142804,1.16605113,0.924042465,1.261902103,0.206984015,NA,0
MKLGIIOE_01199_gene,402.3660529,-0.95827402,0.309943301,-3.091772005,0.001989656,0.011372315,0
MKLGIIOE_01200_gene,729.6238316,-0.497143426,0.155944915,-3.187942521,0.00143289,0.008612459,0
MKLGIIOE_01201_gene,81.0805284,0.279447364,0.246075908,1.13561448,0.256117946,0.460581098,0
MKLGIIOE_00123_gene,977.3776605,0.21695874,0.168832183,1.285055588,0.19877286,0.391362693,0
MKLGIIOE_01202_gene,46.99898449,-0.168134958,0.290833961,-0.578113223,0.563187681,0.735846901,0
MKLGIIOE_01203_gene,2.261260065,0.754804067,1.271752036,0.593515124,0.552836465,NA,0
MKLGIIOE_01204_gene,8.33159574,-0.439679745,0.640283402,-0.686695522,0.492274619,0.684273197,0
MKLGIIOE_01205_gene,148.0785806,-0.146248582,0.213012035,-0.686574268,0.492351048,0.684273197,0
MKLGIIOE_01206_gene,445.4672584,-5.2777932,0.2986475,-17.67231671,6.85E-70,7.17E-68,0
MKLGIIOE_01207_gene,649.2044235,-4.677377774,0.253133412,-18.47791541,3.11E-76,3.71E-74,0
MKLGIIOE_01208_gene,481.3814262,-4.051428152,0.245528191,-16.50086754,3.62E-61,3.31E-59,0
MKLGIIOE_01209_gene,4983.975451,-3.544219716,0.159280986,-22.25136732,1.09E-109,2.08E-107,0
MKLGIIOE_01210_gene,281.1732274,1.059577667,0.182799323,5.796398201,6.78E-09,1.14E-07,0
MKLGIIOE_01211_gene,254.3458978,0.793868042,0.180357774,4.401629182,1.07E-05,0.000110391,0
MKLGIIOE_00012_gene,110.8332807,-0.334639064,0.242079458,-1.382352169,0.166863595,0.350044865,0
MKLGIIOE_00124_gene,781.9828571,-0.102038765,0.17180613,-0.593918072,0.552566911,0.727906103,0
MKLGIIOE_01212_gene,27.22673164,0.498014165,0.445358224,1.11823278,0.263467587,0.46984734,0
MKLGIIOE_01213_gene,29.04786155,-0.019665512,0.362237805,-0.054288956,0.956704948,0.980417004,0
MKLGIIOE_01214_gene,47.29187197,0.20373719,0.317591332,0.641507401,0.521193074,0.70617254,0
MKLGIIOE_01215_gene,1487.257924,-0.516333209,0.145406903,-3.550953884,0.000383838,0.00274468,0
MKLGIIOE_01216_gene,1059.988879,0.36253567,0.147777192,2.453258613,0.014156852,0.055618528,0
MKLGIIOE_01217_gene,4013.595926,0.652866171,0.140173786,4.657548233,3.20E-06,3.67E-05,0
MKLGIIOE_01218_gene,6400.456432,4.651236363,0.290632053,16.00386578,1.20E-57,1.03E-55,0
MKLGIIOE_01219_gene,600.2834309,4.867427778,0.323505207,15.04590244,3.67E-51,2.69E-49,0
MKLGIIOE_01220_gene,2905.013056,5.251349635,0.278411579,18.86182198,2.35E-79,3.01E-77,0
MKLGIIOE_01221_gene,3972.087878,5.252085291,0.272046829,19.30581329,4.80E-83,6.84E-81,0
MKLGIIOE_00125_gene,1429.320524,-0.047113077,0.140640721,-0.334988875,0.737633478,0.855234474,0
MKLGIIOE_01222_gene,6215.462577,5.040149701,0.262261916,19.21800076,2.62E-82,3.53E-80,0
MKLGIIOE_01223_gene,2671.678409,4.333811948,0.234584045,18.47445313,3.32E-76,3.86E-74,0
MKLGIIOE_01225_gene,2086.787732,-0.084924072,0.140009716,-0.60655842,0.544144002,0.721594105,0
MKLGIIOE_01226_gene,6262.76974,0.349702015,0.141705247,2.467812736,0.013594142,0.053820204,0
MKLGIIOE_01227_gene,6036.407842,0.105458409,0.156928696,0.672014815,0.501574265,0.691207219,0
MKLGIIOE_01228_gene,1481.476552,0.167795506,0.162499489,1.032590973,0.301795354,0.512376557,0
MKLGIIOE_01229_gene,1186.903046,0.22110606,0.193445512,1.142988835,0.253043227,0.457121874,0
MKLGIIOE_01230_gene,3.023666356,-1.890865726,1.144435192,-1.652226128,0.098488462,NA,0
MKLGIIOE_01231_gene,4832.747612,0.295645323,0.186083582,1.588777039,0.112110739,0.268971342,0
MKLGIIOE_01232_gene,1609.800806,0.071349464,0.172522021,0.413567284,0.679191037,0.816079786,0
MKLGIIOE_00126_gene,118.053895,-0.310816468,0.213986243,-1.452506777,0.146360746,0.321918295,0
MKLGIIOE_01233_gene,60.50470311,-0.218031752,0.266639079,-0.817703667,0.413526416,0.615428138,0
MKLGIIOE_01234_gene,2829.844,0.304464445,0.139830725,2.177378724,0.029452322,0.09994994,0
MKLGIIOE_01235_gene,659.8157789,0.143643061,0.180060941,0.797746916,0.425017372,0.6256285,0
MKLGIIOE_01236_gene,2203.082301,0.449522276,0.147503645,3.047533328,0.002307279,0.012872058,0
MKLGIIOE_01237_gene,1266.887259,0.558271414,0.16059732,3.476218744,0.000508537,0.003538642,0
MKLGIIOE_01238_gene,771.9275449,0.137470456,0.169682943,0.810160728,0.417847805,0.618902248,0
MKLGIIOE_01239_gene,2142.850605,0.08910187,0.173174685,0.51452018,0.606888355,0.766140942,0
MKLGIIOE_01240_gene,593.5119073,-0.077237354,0.17736865,-0.435462261,0.663226927,0.806880922,0
MKLGIIOE_01241_gene,1459.855472,-0.071740533,0.139439771,-0.514491185,0.606908622,0.766140942,0
MKLGIIOE_01242_gene,273.385936,0.296020095,0.19343171,1.530359707,0.125927717,0.289520809,0
MKLGIIOE_00127_gene,790.6576483,0.120514829,0.145494411,0.828312427,0.407493587,0.609919369,0
